date,net_liq,cash,total_return_pct,regime,confidence,p_loss,dual_confirm,base_signal,drawdown_pct,alloc_QQQ,alloc_QLD,alloc_TQQQ,alloc_SGOV
2019-09-19,5000.0,5000.0,0.0,SIDEWAYS,0.0,0.678,False,1,0.0,40.0,0.0,20.0,40.0
2019-09-20,5000.0,5000.0,0.0,BULL,0.0,0.876,False,1,0.0,40.0,0.0,20.0,40.0
2019-09-23,5000.0,5000.0,0.0,SIDEWAYS,0.0,0.782,False,1,0.0,40.0,0.0,20.0,40.0
2019-09-24,5000.0,5000.0,0.0,BULL,0.0,0.8,False,1,0.0,40.0,0.0,20.0,40.0
2019-09-25,5000.0,5000.0,0.0,SIDEWAYS,0.0,0.668,False,1,0.0,40.0,0.0,20.0,40.0
2019-09-26,5000.0,5000.0,0.0,BULL,0.0,0.654,False,0,0.0,55.0,2.0,0.0,43.0
2019-09-27,5000.0,5000.0,0.0,SIDEWAYS,0.0,0.696,False,0,0.0,55.0,2.0,0.0,43.0
2019-09-30,5000.0,5000.0,0.0,BULL,0.0,0.686,False,0,0.0,55.0,2.0,0.0,43.0
2019-10-01,5000.0,5000.0,0.0,SIDEWAYS,0.0,0.722,False,0,0.0,55.0,2.0,0.0,43.0
2019-10-02,5000.0,5000.0,0.0,BULL,0.0,0.852,False,0,0.0,55.0,2.0,0.0,43.0
2019-10-03,5000.0,5000.0,0.0,SIDEWAYS,0.0,0.852,False,0,0.0,55.0,2.0,0.0,43.0
2019-10-04,5000.0,5000.0,0.0,BULL,0.0,0.803,False,0,0.0,55.0,2.0,0.0,43.0
2019-10-07,5000.0,5000.0,0.0,SIDEWAYS,0.0,0.852,False,0,0.0,55.0,2.0,0.0,43.0
2019-10-08,5000.0,5000.0,0.0,BULL,0.0,0.852,False,0,0.0,55.0,2.0,0.0,43.0
2019-10-09,5000.0,5000.0,0.0,SIDEWAYS,0.0,0.757,False,0,0.0,55.0,2.0,0.0,43.0
2019-10-10,5000.0,5000.0,0.0,BULL,0.0,0.847,False,0,0.0,55.0,2.0,0.0,43.0
2019-10-11,5000.0,5000.0,0.0,SIDEWAYS,0.0,0.695,False,0,0.0,55.0,2.0,0.0,43.0
2019-10-14,5000.0,5000.0,0.0,BULL,0.0,0.597,False,1,0.0,40.0,0.0,20.0,40.0
2019-10-15,5000.0,5000.0,0.0,SIDEWAYS,0.0,0.52,False,1,0.0,40.0,0.0,20.0,40.0
