Symbol,Strategy,Direction,Exit,Entry Date,Exit Date,Days Held,Entry $,Exit $,PnL $,PnL %
HOOD,PUT_BWB,BULLISH,"SMA5_EXIT: Price $42.68 > 5-day SMA $42.47 (bounce confirmed, +-6.4%)",2025-03-27,2025-04-02,6,74.05,56.38,-17.67,-6.4
RBRK,CREDIT_SPREAD,BULLISH,RSI_EXIT: RSI-2=79 >= 65 (bounce limit),2025-03-27,2025-04-02,6,198.0,177.0,20.99,5.3
CSCO,PUT_BWB,BULLISH,"SMA5_EXIT: Price $57.13 > 5-day SMA $54.56 (bounce confirmed, +1.0%)",2025-04-03,2025-04-09,6,14.43,18.74,4.31,1.0
BABA,CREDIT_SPREAD,BULLISH,RSI_EXIT: RSI-2=90 >= 65 (bounce limit),2025-04-04,2025-04-10,6,139.65,122.19,17.46,5.1
RKLB,CREDIT_SPREAD,BULLISH,"SMA5_EXIT: Price $19.98 > 5-day SMA $19.89 (bounce confirmed, +-1.3%)",2025-04-14,2025-04-16,2,193.46,198.84,-5.38,-1.3
RDDT,CREDIT_SPREAD,BULLISH,"SMA5_EXIT: Price $101.66 > 5-day SMA $96.76 (bounce confirmed, +3.0%)",2025-04-14,2025-04-22,8,152.09,143.38,8.7,3.0
CSCO,PUT_BWB,BULLISH,"SMA5_EXIT: Price $54.67 > 5-day SMA $54.36 (bounce confirmed, +-6.1%)",2025-04-16,2025-04-23,7,42.04,17.97,-24.08,-6.1
NUGT,CREDIT_SPREAD,BULLISH,"SMA5_EXIT: Price $67.35 > 5-day SMA $65.69 (bounce confirmed, +8.5%)",2025-04-23,2025-05-05,12,207.51,172.73,34.78,8.5
AGQ,CREDIT_SPREAD,BULLISH,"SMA5_EXIT: Price $41.15 > 5-day SMA $39.39 (bounce confirmed, +14.3%)",2025-04-25,2025-05-06,11,179.81,127.39,52.42,14.3
PLTR,CREDIT_SPREAD,BULLISH,"SMA5_EXIT: Price $119.15 > 5-day SMA $117.31 (bounce confirmed, +0.7%)",2025-05-06,2025-05-08,2,160.44,158.07,2.37,0.7
NET,CREDIT_SPREAD,BULLISH,"SMA5_EXIT: Price $132.34 > 5-day SMA $125.06 (bounce confirmed, +4.0%)",2025-05-07,2025-05-09,2,158.46,144.01,14.46,4.0
WMT,CREDIT_SPREAD,BULLISH,"SMA5_EXIT: Price $96.41 > 5-day SMA $96.25 (bounce confirmed, +3.5%)",2025-05-09,2025-05-14,5,71.98,61.74,10.23,3.5
AEP,CREDIT_SPREAD,BULLISH,"SMA5_EXIT: Price $99.21 > 5-day SMA $98.69 (bounce confirmed, +-1.7%)",2025-05-08,2025-05-15,7,65.88,71.03,-5.15,-1.7
AEP,CREDIT_SPREAD,BULLISH,"SMA5_EXIT: Price $100.60 > 5-day SMA $98.37 (bounce confirmed, +-1.5%)",2025-05-14,2025-05-16,2,75.93,80.22,-4.29,-1.5
HOOD,CREDIT_SPREAD,BULLISH,"SMA5_EXIT: Price $64.27 > 5-day SMA $62.13 (bounce confirmed, +-1.1%)",2025-05-15,2025-05-19,4,147.48,151.61,-4.14,-1.1
LEU,CREDIT_SPREAD,BULLISH,"SMA5_EXIT: Price $113.29 > 5-day SMA $98.02 (bounce confirmed, +-9.2%)",2025-05-16,2025-05-23,7,127.65,154.02,-26.37,-9.2
PLTR,CREDIT_SPREAD,BULLISH,RSI_EXIT: RSI-2=100 >= 65 (bounce limit),2025-05-20,2025-05-23,3,168.14,155.91,12.24,3.2
BABA,CREDIT_SPREAD,BULLISH,RSI_EXIT: RSI-2=100 >= 65 (bounce limit),2025-05-23,2025-06-03,11,128.09,107.24,20.86,5.9
BABA,CREDIT_SPREAD,BULLISH,RSI_EXIT: RSI-2=100 >= 65 (bounce limit),2025-05-27,2025-06-03,7,126.53,113.42,13.11,3.7
SHOP,CREDIT_SPREAD,BULLISH,"SMA5_EXIT: Price $111.41 > 5-day SMA $106.33 (bounce confirmed, +-2.3%)",2025-06-03,2025-06-06,3,126.82,134.21,-7.39,-2.3
AEP,CREDIT_SPREAD,BULLISH,"SMA5_EXIT: Price $99.46 > 5-day SMA $99.33 (bounce confirmed, +10.7%)",2025-06-03,2025-06-10,7,80.96,48.66,32.3,10.7
WPM,CREDIT_SPREAD,BULLISH,"SMA5_EXIT: Price $90.41 > 5-day SMA $89.11 (bounce confirmed, +10.4%)",2025-06-06,2025-06-12,6,107.18,79.47,27.71,10.4
CIEN,CREDIT_SPREAD,BULLISH,"SMA5_EXIT: Price $74.13 > 5-day SMA $72.79 (bounce confirmed, +-1.2%)",2025-06-10,2025-06-12,2,253.25,261.26,-8.02,-1.2
NUGT,CREDIT_SPREAD,BULLISH,"SMA5_EXIT: Price $76.06 > 5-day SMA $75.50 (bounce confirmed, +2.4%)",2025-06-17,2025-06-26,9,93.44,87.72,5.72,2.4
PLTR,CREDIT_SPREAD,BULLISH,"SMA5_EXIT: Price $134.36 > 5-day SMA $132.84 (bounce confirmed, +0.6%)",2025-06-27,2025-07-03,6,161.36,159.06,2.3,0.6
HOOD,CREDIT_SPREAD,BULLISH,"SMA5_EXIT: Price $94.54 > 5-day SMA $94.33 (bounce confirmed, +-0.8%)",2025-07-07,2025-07-09,2,115.71,117.92,-2.22,-0.8
ALAB,CREDIT_SPREAD,BULLISH,RSI_EXIT: RSI-2=83 >= 65 (bounce limit),2025-07-14,2025-07-16,2,119.24,119.95,-0.71,-0.3
AEM,CREDIT_SPREAD,BULLISH,"SMA5_EXIT: Price $121.83 > 5-day SMA $118.74 (bounce confirmed, +-0.7%)",2025-07-15,2025-07-21,6,113.85,116.36,-2.5,-0.7
WPM,CREDIT_SPREAD,BULLISH,"SMA5_EXIT: Price $91.41 > 5-day SMA $89.97 (bounce confirmed, +-0.8%)",2025-07-17,2025-07-21,4,86.48,88.72,-2.24,-0.8
RKLB,CREDIT_SPREAD,BULLISH,RSI_EXIT: RSI-2=88 >= 65 (bounce limit),2025-07-21,2025-07-23,2,187.82,195.0,-7.18,-1.7
TQQQ,CREDIT_SPREAD,BULLISH,RSI_EXIT: RSI-2=71 >= 65 (bounce limit),2025-08-01,2025-08-05,4,135.9,163.52,-27.62,-5.6
ARM,CREDIT_SPREAD,BULLISH,"SMA5_EXIT: Price $138.50 > 5-day SMA $137.49 (bounce confirmed, +3.0%)",2025-07-31,2025-08-08,8,173.08,160.45,12.63,3.0
JCI,CREDIT_SPREAD,BULLISH,"SMA5_EXIT: Price $105.55 > 5-day SMA $105.17 (bounce confirmed, +0.0%)",2025-08-05,2025-08-08,3,97.31,97.3,0.02,0.0
CHRW,CREDIT_SPREAD,BULLISH,"SMA5_EXIT: Price $119.51 > 5-day SMA $116.68 (bounce confirmed, +0.9%)",2025-08-11,2025-08-13,2,150.15,146.93,3.22,0.9
WPM,CREDIT_SPREAD,BULLISH,"SMA5_EXIT: Price $94.35 > 5-day SMA $93.27 (bounce confirmed, +6.0%)",2025-08-12,2025-08-21,9,92.87,75.49,17.38,6.0
WPM,CREDIT_SPREAD,BULLISH,"SMA5_EXIT: Price $94.35 > 5-day SMA $93.27 (bounce confirmed, +5.3%)",2025-08-13,2025-08-21,8,92.27,77.02,15.25,5.3
SHOP,CREDIT_SPREAD,BULLISH,"SMA5_EXIT: Price $140.53 > 5-day SMA $139.17 (bounce confirmed, +0.6%)",2025-08-21,2025-08-25,4,185.84,183.44,2.4,0.6
WMT,CREDIT_SPREAD,BULLISH,RSI_EXIT: RSI-2=100 >= 65 (bounce limit),2025-08-22,2025-08-28,6,79.77,72.95,6.82,2.4
WMT,CREDIT_SPREAD,BULLISH,RSI_EXIT: RSI-2=100 >= 65 (bounce limit),2025-08-25,2025-08-28,3,79.4,77.85,1.55,0.5
NBIS,CREDIT_SPREAD,BULLISH,RSI_EXIT: RSI-2=100 >= 65 (bounce limit),2025-09-11,2025-09-15,4,144.65,140.77,3.88,1.4
LABU,CREDIT_SPREAD,BULLISH,RSI_EXIT: RSI-2=100 >= 65 (bounce limit),2025-09-15,2025-09-17,2,182.32,190.17,-7.85,-1.7
RBRK,CREDIT_SPREAD,BULLISH,"SMA5_EXIT: Price $78.02 > 5-day SMA $75.40 (bounce confirmed, +2.5%)",2025-09-11,2025-09-18,7,108.55,102.61,5.93,2.5
HROW,CREDIT_SPREAD,BULLISH,"SMA5_EXIT: Price $48.40 > 5-day SMA $47.68 (bounce confirmed, +-1.4%)",2025-09-25,2025-09-29,4,163.18,169.18,-6.0,-1.4
OKLO,CREDIT_SPREAD,BULLISH,"SMA5_EXIT: Price $115.93 > 5-day SMA $114.75 (bounce confirmed, +2.3%)",2025-09-25,2025-10-01,6,177.2,168.97,8.23,2.3
XOM,CREDIT_SPREAD,BULLISH,"SMA5_EXIT: Price $111.53 > 5-day SMA $110.99 (bounce confirmed, +3.4%)",2025-09-30,2025-10-03,3,83.77,72.33,11.45,3.4
HROW,CREDIT_SPREAD,BULLISH,"SMA5_EXIT: Price $39.36 > 5-day SMA $39.18 (bounce confirmed, +6.7%)",2025-10-03,2025-10-14,11,214.99,178.37,36.62,6.7
HROW,CREDIT_SPREAD,BULLISH,"SMA5_EXIT: Price $39.36 > 5-day SMA $39.18 (bounce confirmed, +3.7%)",2025-10-06,2025-10-14,8,151.88,137.69,14.2,3.7
ANET,CREDIT_SPREAD,BULLISH,"SMA5_EXIT: Price $146.01 > 5-day SMA $145.95 (bounce confirmed, +-2.5%)",2025-10-14,2025-10-16,2,156.66,166.99,-10.33,-2.5
ARKK,CREDIT_SPREAD,BULLISH,"SMA5_EXIT: Price $89.33 > 5-day SMA $88.25 (bounce confirmed, +-2.0%)",2025-10-22,2025-10-24,2,93.1,98.21,-5.11,-2.0
AEM,CREDIT_SPREAD,BULLISH,RSI_EXIT: RSI-2=99 >= 65 (bounce limit),2025-10-27,2025-10-29,2,196.22,185.73,10.5,2.3
WPM,CREDIT_SPREAD,BULLISH,RSI_EXIT: RSI-2=80 >= 65 (bounce limit),2025-10-27,2025-10-29,2,117.51,110.72,6.79,2.4
ARKK,CREDIT_SPREAD,BULLISH,"SMA5_EXIT: Price $82.84 > 5-day SMA $82.60 (bounce confirmed, +-1.0%)",2025-11-07,2025-11-10,3,88.23,90.65,-2.42,-1.0
NBIS,CREDIT_SPREAD,BULLISH,"SMA5_EXIT: Price $90.54 > 5-day SMA $88.61 (bounce confirmed, +7.3%)",2025-11-11,2025-11-18,7,144.19,121.67,22.52,7.3
NBIS,CREDIT_SPREAD,BULLISH,"SMA5_EXIT: Price $90.54 > 5-day SMA $88.61 (bounce confirmed, +4.2%)",2025-11-12,2025-11-18,6,134.32,122.55,11.78,4.2
ARKW,CREDIT_SPREAD,BULLISH,"SMA5_EXIT: Price $144.87 > 5-day SMA $142.93 (bounce confirmed, +-1.2%)",2025-11-20,2025-11-24,4,146.29,151.45,-5.16,-1.2
WMT,CREDIT_SPREAD,BULLISH,"SMA5_EXIT: Price $108.88 > 5-day SMA $106.30 (bounce confirmed, +-2.8%)",2025-11-24,2025-11-26,2,86.98,95.82,-8.85,-2.8
BIDU,CREDIT_SPREAD,BULLISH,"SMA5_EXIT: Price $116.89 > 5-day SMA $116.25 (bounce confirmed, +1.7%)",2025-11-26,2025-11-28,2,140.39,134.37,6.02,1.7
SHOP,CREDIT_SPREAD,BULLISH,"SMA5_EXIT: Price $160.00 > 5-day SMA $156.82 (bounce confirmed, +-2.7%)",2025-12-01,2025-12-03,2,176.04,188.16,-12.12,-2.7
LABU,CREDIT_SPREAD,BULLISH,"SMA5_EXIT: Price $165.19 > 5-day SMA $158.09 (bounce confirmed, +-7.3%)",2025-12-02,2025-12-04,2,181.69,214.11,-32.41,-7.3
HOOD,CREDIT_SPREAD,BULLISH,"SMA5_EXIT: Price $121.35 > 5-day SMA $117.79 (bounce confirmed, +6.4%)",2025-12-11,2025-12-19,8,171.68,147.87,23.81,6.4
RBRK,CREDIT_SPREAD,BULLISH,"SMA5_EXIT: Price $78.18 > 5-day SMA $77.02 (bounce confirmed, +5.4%)",2025-12-11,2025-12-19,8,115.22,101.08,14.14,5.4
WMT,CREDIT_SPREAD,BULLISH,RSI_EXIT: RSI-2=100 >= 65 (bounce limit),2025-12-19,2025-12-26,7,81.22,59.61,21.61,6.3
WMT,CREDIT_SPREAD,BULLISH,RSI_EXIT: RSI-2=100 >= 65 (bounce limit),2025-12-22,2025-12-26,4,79.46,65.99,13.47,4.0
ASTS,CREDIT_SPREAD,BULLISH,RSI_EXIT: RSI-2=87 >= 65 (bounce limit),2025-12-26,2025-12-30,4,233.45,224.24,9.21,2.1
