Symbol,Strategy,Direction,Exit,Entry Date,Exit Date,Days Held,Entry $,Exit $,PnL $,PnL %
SOXL,NAKED_LONG,BULLISH,TIME_STOP_STRATEGY: Held 5 days >= 5,2019-11-20,2019-11-25,5,376.25,376.99,0.75,0.1
MRVL,CREDIT_SPREAD,BULLISH,TIME_STOP_STRATEGY: Held 15 days >= 15,2019-11-14,2019-11-29,15,157.9,110.6,47.3,9.4
GDX,NAKED_LONG,BULLISH,TIME_STOP_STRATEGY: Held 7 days >= 5,2019-11-25,2019-12-02,7,512.63,529.85,17.22,2.5
NOW,NAKED_LONG,BULLISH,TIME_STOP_STRATEGY: Held 6 days >= 5,2019-11-26,2019-12-02,6,1231.42,1205.43,-25.99,-2.1
GOOGL,NAKED_LONG,BULLISH,TIME_STOP_STRATEGY: Held 5 days >= 5,2019-11-29,2019-12-04,5,1333.05,1348.36,15.3,1.1
AMAT,CREDIT_SPREAD,BULLISH,TIME_STOP_STRATEGY: Held 15 days >= 15,2019-11-21,2019-12-06,15,247.43,198.81,48.62,7.2
AAPL,DIAGONAL,BULLISH,THETA_KICKER: Roll expiring hedge,2019-12-02,2019-12-11,9,1316.42,1352.51,36.1,2.7
TQQQ,DIAGONAL,BULLISH,THETA_KICKER: Roll expiring hedge,2019-12-02,2019-12-11,9,582.93,598.93,16.0,2.1
CIEN,NAKED_LONG,BULLISH,TIME_STOP_STRATEGY: Held 5 days >= 5,2019-12-06,2019-12-11,5,740.76,750.65,9.89,1.3
MRVL,DIAGONAL,BULLISH,THETA_KICKER: Roll expiring hedge,2019-12-04,2019-12-13,9,539.81,579.82,40.01,5.5
TSLA,DIAGONAL,BULLISH,HEDGE_EXPIRING: Cannot roll hedge safely,2019-12-05,2019-12-16,11,508.52,595.14,86.62,15.0
WDAY,DIAGONAL,BULLISH,HEDGE_EXPIRING: Cannot roll hedge safely,2019-12-13,2019-12-23,10,3763.42,3760.01,-3.41,-0.1
SHOP,NAKED_LONG,BULLISH,TIME_STOP_STRATEGY: Held 7 days >= 5,2019-12-23,2019-12-30,7,930.58,930.68,0.1,0.0
GOOGL,NAKED_LONG,BULLISH,TIME_STOP_STRATEGY: Held 7 days >= 5,2019-12-23,2019-12-30,7,1379.28,1367.1,-12.18,-0.9
AMAT,DIAGONAL,BULLISH,THETA_KICKER: Roll expiring hedge,2020-01-06,2020-01-15,9,1221.38,1217.78,-3.6,-0.3
AMD,DIAGONAL,BULLISH,THETA_KICKER: Roll expiring hedge,2020-01-06,2020-01-15,9,1215.59,1087.04,-128.55,-10.6
CIEN,DIAGONAL,BULLISH,THETA_KICKER: Roll expiring hedge,2020-01-07,2020-01-16,9,1266.63,886.59,-380.04,-30.0
TSLA,DIAGONAL,BULLISH,HEDGE_EXPIRING: Cannot roll hedge safely,2020-01-10,2020-01-21,11,769.21,942.05,172.83,22.5
MRVL,DIAGONAL,BULLISH,THETA_KICKER: Roll expiring hedge,2020-01-15,2020-01-24,9,593.6,624.62,31.02,3.6
TSLA,DIAGONAL,BULLISH,HEDGE_EXPIRING: Cannot roll hedge safely,2020-01-16,2020-01-27,11,893.7,976.8,83.1,9.3
GDX,DIAGONAL,BULLISH,HEDGE_EXPIRING: Cannot roll hedge safely,2020-01-17,2020-01-27,10,590.2,575.21,-14.99,-2.0
MU,DIAGONAL,BULLISH,HEDGE_EXPIRING: Cannot roll hedge safely,2020-01-24,2020-02-03,10,1378.98,1271.47,-107.51,-7.8
NVDA,DIAGONAL,BULLISH,THETA_KICKER: Roll expiring hedge,2020-01-27,2020-02-05,9,1052.6,1108.49,55.89,4.9
AMAT,DIAGONAL,BULLISH,THETA_KICKER: Roll expiring hedge,2020-01-27,2020-02-05,9,1243.49,1381.21,137.72,11.1
AAPL,DIAGONAL,BULLISH,THETA_KICKER: Roll expiring hedge,2020-02-03,2020-02-12,9,1657.75,1728.7,70.96,4.3
GOOGL,DIAGONAL,BULLISH,THETA_KICKER: Roll expiring hedge,2020-02-05,2020-02-14,9,1536.69,1592.53,55.84,3.6
